T,v,vw,a,o,c,h,l,t,n,m,x,g,op,z,av,s,e,otc
,75381,130.088,0,129.88,130.31,130.4,129.71,1673359200000,913,,0,,0,0,0,0,0,false
,66375,130.3379,0,130.4,130.3,130.4604,130.21,1673359500000,880,,0,,0,0,0,0,0,false
,68311,130.2969,0,130.31,130.43,130.5,130.14,1673359800000,921,,0,,0,0,0,0,0,false
,36564,130.4131,0,130.47,130.5,130.5,130.34,1673360100000,671,,0,,0,0,0,0,0,false
,43518,130.406,0,130.5,130.402,130.59,130.3094,1673360400000,686,,0,,0,0,0,0,0,false
,34308,130.3791,0,130.51,130.2791,130.54,130.21,1673360700000,492,,0,,0,0,0,0,0,false
,2.614852E+06,130.3919,0,130.26,131.175,131.2636,129.795,1673361000000,35236,,0,,0,0,0,0,0,false
,1.338138E+06,130.7607,0,131.19,130.37,131.21,130.2201,1673361300000,13600,,0,,0,0,0,0,0,false
,1.219557E+06,130.142,0,130.374,130.1,130.45,129.9,1673361600000,12897,,0,,0,0,0,0,0,false
,1.252971E+06,129.9171,0,130.095,129.88,130.41,129.51,1673361900000,13656,,0,,0,0,0,0,0,false
,1.436354E+06,129.9205,0,129.89,130.06,130.25,129.57,1673362200000,14800,,0,,0,0,0,0,0,false
,1.280919E+06,130.0607,0,130.0601,129.99,130.29,129.775,1673362500000,11881,,0,,0,0,0,0,0,false
,1.203107E+06,129.8813,0,129.99,129.88,130.14,129.61,1673362800000,11966,,0,,0,0,0,0,0,false
,956500,130.039,0,129.87,129.965,130.2,129.84,1673363100000,9338,,0,,0,0,0,0,0,false
,1.23083E+06,130.2817,0,129.97,130.34,130.671,129.88,1673363400000,12267,,0,,0,0,0,0,0,false
,1.272608E+06,130.4913,0,130.3415,130.15,130.8367,130.14,1673363700000,10213,,0,,0,0,0,0,0,false
,760962,129.9518,0,130.15,129.89,130.23,129.785,1673364000000,8284,,0,,0,0,0,0,0,false
,1.159126E+06,129.7094,0,129.9,129.41,130,129.33,1673364300000,11795,,0,,0,0,0,0,0,false
,1.340584E+06,128.9702,0,129.4001,128.8,129.4001,128.75,1673364600000,15859,,0,,0,0,0,0,0,false
,816660,128.8264,0,128.81,128.835,128.95,128.73,1673364900000,9479,,0,,0,0,0,0,0,false
,1.317094E+06,128.5882,0,128.84,128.2316,128.98,128.2316,1673365200000,13122,,0,,0,0,0,0,0,false
,1.186816E+06,128.3212,0,128.22,128.46,128.56,128.12,1673365500000,10691,,0,,0,0,0,0,0,false
,864522,128.7708,0,128.465,128.819,128.94,128.44,1673365800000,8035,,0,,0,0,0,0,0,false
,838632,129.0001,0,128.82,129.09,129.2,128.75,1673366100000,7007,,0,,0,0,0,0,0,false
,694392,129.0425,0,129.1,129.09,129.13,128.935,1673366400000,6413,,0,,0,0,0,0,0,false
,680778,128.9122,0,129.095,128.88,129.1,128.8,1673366700000,6410,,0,,0,0,0,0,0,false
,852397,128.9915,0,128.8703,129.02,129.2,128.83,1673367000000,7059,,0,,0,0,0,0,0,false
,751579,128.9139,0,129.03,128.8024,129.1,128.73,1673367300000,6755,,0,,0,0,0,0,0,false
,647877,129.0508,0,128.8,129.13,129.23,128.7939,1673367600000,5595,,0,,0,0,0,0,0,false
,725121,129.0331,0,129.13,129.03,129.197,128.8428,1673367900000,6325,,0,,0,0,0,0,0,false
,693827,129.0241,0,129.02,128.95,129.19,128.77,1673368200000,6155,,0,,0,0,0,0,0,false
,442265,128.9031,0,128.94,128.825,129.0383,128.79,1673368500000,4181,,0,,0,0,0,0,0,false
,342040,128.9077,0,128.83,128.925,128.995,128.825,1673368800000,3959,,0,,0,0,0,0,0,false
,674068,128.9081,0,128.92,128.965,129.08,128.73,1673369100000,5670,,0,,0,0,0,0,0,false
,557500,128.8122,0,128.97,128.7958,129.05,128.66,1673369400000,5373,,0,,0,0,0,0,0,false
,571068,128.9306,0,128.8,128.88,129.08,128.795,1673369700000,4600,,0,,0,0,0,0,0,false
,812362,128.5925,0,128.87,128.48,128.87,128.45,1673370000000,7263,,0,,0,0,0,0,0,false
,487642,128.6903,0,128.48,128.94,128.94,128.48,1673370300000,4584,,0,,0,0,0,0,0,false
,632412,129.0804,0,128.94,129.16,129.24,128.89,1673370600000,4972,,0,,0,0,0,0,0,false
,499702,129.0836,0,129.15,129.099,129.1799,128.97,1673370900000,4533,,0,,0,0,0,0,0,false
,468632,129.0901,0,129.1,129.2163,129.23,128.97,1673371200000,3876,,0,,0,0,0,0,0,false
,432048,129.1389,0,129.2182,129.12,129.24,129.04,1673371500000,3967,,0,,0,0,0,0,0,false
,435589,129.2308,0,129.11,129.25,129.37,129.0517,1673371800000,4146,,0,,0,0,0,0,0,false
,642348,129.4891,0,129.2683,129.765,129.79,129.24,1673372100000,5448,,0,,0,0,0,0,0,false
,572675,129.711,0,129.77,129.58,129.82,129.56,1673372400000,4606,,0,,0,0,0,0,0,false
,364303,129.5883,0,129.57,129.66,129.67,129.47,1673372700000,3461,,0,,0,0,0,0,0,false
,436917,129.7281,0,129.66,129.71,129.86,129.63,1673373000000,3954,,0,,0,0,0,0,0,false
,318204,129.7293,0,129.71,129.73,129.7908,129.665,1673373300000,3546,,0,,0,0,0,0,0,false
,551558,129.7107,0,129.73,129.68,129.85,129.61,1673373600000,5489,,0,,0,0,0,0,0,false
,716015,129.8703,0,129.6824,129.9501,130,129.62,1673373900000,5823,,0,,0,0,0,0,0,false
,748380,129.8049,0,129.9501,129.665,129.98,129.665,1673374200000,5393,,0,,0,0,0,0,0,false
,594052,129.5609,0,129.66,129.5901,129.675,129.5,1673374500000,4839,,0,,0,0,0,0,0,false
,624730,129.5756,0,129.5996,129.75,129.78,129.42,1673374800000,4363,,0,,0,0,0,0,0,false
,293404,129.7064,0,129.745,129.6599,129.76,129.6457,1673375100000,2838,,0,,0,0,0,0,0,false
,378037,129.7291,0,129.6501,129.7901,129.84,129.57,1673375400000,3259,,0,,0,0,0,0,0,false
,431362,129.8483,0,129.79,129.8987,129.95,129.76,1673375700000,4215,,0,,0,0,0,0,0,false
,538584,129.8951,0,129.91,129.81,130.01,129.775,1673376000000,4756,,0,,0,0,0,0,0,false
,672829,130.0035,0,129.805,130.215,130.215,129.795,1673376300000,5535,,0,,0,0,0,0,0,false
,591678,130.1181,0,130.21,130.09,130.24,130.0012,1673376600000,4977,,0,,0,0,0,0,0,false
,826288,130.1318,0,130.0885,130.225,130.27,129.97,1673376900000,5680,,0,,0,0,0,0,0,false
,1.10545E+06,130.4991,0,130.23,130.46,130.69,130.23,1673377200000,7718,,0,,0,0,0,0,0,false
,586998,130.3417,0,130.4554,130.38,130.46,130.23,1673377500000,4216,,0,,0,0,0,0,0,false
,454197,130.4188,0,130.375,130.44,130.4999,130.35,1673377800000,3762,,0,,0,0,0,0,0,false
,485594,130.4729,0,130.435,130.425,130.535,130.3939,1673378100000,3623,,0,,0,0,0,0,0,false
,567121,130.3825,0,130.425,130.3029,130.51,130.28,1673378400000,3922,,0,,0,0,0,0,0,false
,468817,130.2986,0,130.3,130.3612,130.41,130.18,1673378700000,3849,,0,,0,0,0,0,0,false
,495577,130.3345,0,130.37,130.3072,130.42,130.22,1673379000000,3996,,0,,0,0,0,0,0,false
,359817,130.2479,0,130.31,130.17,130.365,130.13,1673379300000,3174,,0,,0,0,0,0,0,false
,394057,130.1295,0,130.1738,130.105,130.2,130.05,1673379600000,4033,,0,,0,0,0,0,0,false
,529549,130.0608,0,130.105,130.15,130.15,129.98,1673379900000,4582,,0,,0,0,0,0,0,false
,413577,130.0767,0,130.1475,130.08,130.2,129.995,1673380200000,3679,,0,,0,0,0,0,0,false
,375580,130.0878,0,130.09,130.115,130.1765,130,1673380500000,3564,,0,,0,0,0,0,0,false
,642299,129.991,0,130.115,130.03,130.135,129.88,1673380800000,5614,,0,,0,0,0,0,0,false
,505394,129.9127,0,130.0201,129.965,130.075,129.76,1673381100000,4911,,0,,0,0,0,0,0,false
,536928,129.9154,0,129.96,130.025,130.05,129.8,1673381400000,4379,,0,,0,0,0,0,0,false
,521386,130.1171,0,130.02,130.1605,130.195,130,1673381700000,4308,,0,,0,0,0,0,0,false
,582898,130.1405,0,130.1605,130.175,130.25,130.04,1673382000000,4821,,0,,0,0,0,0,0,false
,418325,130.1734,0,130.17,130.15,130.23,130.11,1673382300000,3637,,0,,0,0,0,0,0,false
,595635,130.2278,0,130.14,130.3236,130.34,130.14,1673382600000,5287,,0,,0,0,0,0,0,false
,488398,130.2581,0,130.33,130.2239,130.37,130.15,1673382900000,4347,,0,,0,0,0,0,0,false
,588432,130.1465,0,130.22,130.1002,130.24,130.01,1673383200000,5529,,0,,0,0,0,0,0,false
,498271,130.1687,0,130.1,130.1389,130.25,130.0329,1673383500000,4678,,0,,0,0,0,0,0,false
,1.141106E+06,130.2481,0,130.14,130.285,130.38,130.14,1673383800000,10098,,0,,0,0,0,0,0,false
,2.166711E+06,130.5895,0,130.29,130.75,130.75,130.27,1673384100000,17010,,0,,0,0,0,0,0,false
,814488,130.7308,0,130.73,130.76,130.79,130.7,1673384400000,505,,0,,0,0,0,0,0,false
,42418,130.7543,0,130.76,130.74,130.8,130.69,1673384700000,332,,0,,0,0,0,0,0,false
,66778,130.7218,0,130.71,130.66,130.73,130.66,1673385000000,194,,0,,0,0,0,0,0,false
,6865,130.8757,0,130.69,130.75,130.75,130.69,1673385300000,127,,0,,0,0,0,0,0,false
,10593,130.7307,0,130.749,130.7,130.7785,130.69,1673385600000,145,,0,,0,0,0,0,0,false
,6061,130.6912,0,130.7,130.69,130.71,130.68,1673385900000,89,,0,,0,0,0,0,0,false
,2934,130.704,0,130.7,130.71,130.71,130.7,1673386200000,68,,0,,0,0,0,0,0,false
,13122,130.7301,0,130.7299,130.74,130.74,130.7299,1673386500000,67,,0,,0,0,0,0,0,false
,289355,130.73,0,130.72,130.75,130.75,130.72,1673386800000,64,,0,,0,0,0,0,0,false
,7567,130.7294,0,130.75,130.72,130.76,130.72,1673387100000,105,,0,,0,0,0,0,0,false
,5331,130.7276,0,130.73,130.72,130.7363,130.72,1673387400000,50,,0,,0,0,0,0,0,false
,9424,130.7239,0,130.72,130.7,130.74,130.7,1673387700000,96,,0,,0,0,0,0,0,false
,1026,130.707,0,130.71,130.7,130.72,130.7,1673388000000,27,,0,,0,0,0,0,0,false
,1185,130.7198,0,130.73,130.71,130.73,130.71,1673388300000,41,,0,,0,0,0,0,0,false
,1176,130.7177,0,130.71,130.71,130.73,130.71,1673388600000,47,,0,,0,0,0,0,0,false
,746,130.7145,0,130.72,130.71,130.72,130.71,1673388900000,28,,0,,0,0,0,0,0,false
,1901,130.7074,0,130.73,130.71,130.73,130.7,1673389200000,60,,0,,0,0,0,0,0,false
,2563,130.7362,0,130.71,130.75,130.75,130.71,1673389500000,53,,0,,0,0,0,0,0,false
,2029,130.7213,0,130.7112,130.73,130.75,130.71,1673389800000,22,,0,,0,0,0,0,0,false
,583,130.7398,0,130.7531,130.74,130.7531,130.73,1673390100000,18,,0,,0,0,0,0,0,false
,2061,130.7269,0,130.71,130.76,130.76,130.71,1673390400000,59,,0,,0,0,0,0,0,false
,5145,130.7523,0,130.75,130.76,130.76,130.75,1673390700000,56,,0,,0,0,0,0,0,false
,7993,130.751,0,130.75,130.75,130.76,130.74,1673391000000,46,,0,,0,0,0,0,0,false
,1449,130.728,0,130.7499,130.72,130.7499,130.72,1673391300000,27,,0,,0,0,0,0,0,false
,5884,130.6932,0,130.72,130.65,130.72,130.65,1673391600000,85,,0,,0,0,0,0,0,false
,4616,130.6055,0,130.65,130.61,130.65,130.58,1673391900000,74,,0,,0,0,0,0,0,false
,332,130.647,0,130.6699,130.63,130.6699,130.63,1673392200000,17,,0,,0,0,0,0,0,false
,556,130.6534,0,130.66,130.65,130.66,130.65,1673392500000,28,,0,,0,0,0,0,0,false
,1027,130.6528,0,130.66,130.65,130.66,130.65,1673392800000,13,,0,,0,0,0,0,0,false
,1797,130.6831,0,130.65,130.69,130.69,130.65,1673393100000,38,,0,,0,0,0,0,0,false
,5257,130.6931,0,130.7,130.69,130.7,130.68,1673393400000,82,,0,,0,0,0,0,0,false
,2277,130.6875,0,130.68,130.69,130.7,130.67,1673393700000,54,,0,,0,0,0,0,0,false
,15101,130.7008,0,130.7,130.73,130.73,130.7,1673394000000,37,,0,,0,0,0,0,0,false
,4954,130.7473,0,130.74,130.76,130.76,130.73,1673394300000,61,,0,,0,0,0,0,0,false
,1736,130.7483,0,130.76,130.76,130.76,130.73,1673394600000,54,,0,,0,0,0,0,0,false
,602,130.75,0,130.75,130.75,130.75,130.75,1673394900000,19,,0,,0,0,0,0,0,false
,7217,130.7681,0,130.75,130.83,130.83,130.75,1673395200000,65,,0,,0,0,0,0,0,false
,2177,130.8508,0,130.85,130.85,130.85,130.85,1673395500000,48,,0,,0,0,0,0,0,false
,6296,130.8527,0,130.85,130.86,130.87,130.84,1673395800000,72,,0,,0,0,0,0,0,false
,3171,130.8857,0,130.88,130.89,130.9,130.88,1673396100000,52,,0,,0,0,0,0,0,false
,3034,130.8972,0,130.9,130.9,130.9,130.88,1673396400000,31,,0,,0,0,0,0,0,false
,2288,130.8634,0,130.89,130.82,130.89,130.82,1673396700000,53,,0,,0,0,0,0,0,false
,8372,130.8522,0,130.85,130.86,130.86,130.81,1673397000000,41,,0,,0,0,0,0,0,false
,2164,130.8447,0,130.84,130.85,130.86,130.84,1673397300000,52,,0,,0,0,0,0,0,false
,1154,130.8328,0,130.83,130.85,130.85,130.82,1673397600000,24,,0,,0,0,0,0,0,false
,3293,130.8619,0,130.84,130.89,130.89,130.8399,1673397900000,73,,0,,0,0,0,0,0,false
